date,btc_close,strategy_equity,spot_hodl,lev3x_hodl
2023-04-03,27790.220703125,12910.278885047755,9665.135676562353,13618.132229539637
2023-04-04,28168.08984375,13157.016117461033,9796.554442578701,14003.571628590358
2023-04-05,28177.984375,13157.97866180324,9799.995652636326,14005.075262675864
2023-04-06,28044.140625,13062.964264197606,9753.446256104746,13856.64897145063
2023-04-07,27925.859375,12978.367864796935,9712.309327346393,13724.497106780955
2023-04-08,27947.794921875,12987.418807622362,9719.938271317415,13738.635994249835
2023-04-09,28333.05078125,13239.056625394303,9853.926057554438,14131.730819509103
2023-04-10,29652.98046875,14114.704874392033,10312.983207531497,15499.620584553504
2023-04-11,30235.05859375,14497.42049213035,10515.423631182088,16097.477974237212
2023-04-12,30139.052734375,14427.258513280412,10482.033840344622,15987.874771268507
2023-04-13,30399.06640625,14594.832263724276,10572.463759677736,16249.649311884139
2023-04-14,30485.69921875,14646.586418478291,10602.59370703582,16330.496819622058
2023-04-15,30318.49609375,14528.835353768776,10544.44228370119,16146.55255156284
2023-04-16,30315.35546875,14520.663360631406,10543.35000857828,16133.786711186389
2023-04-17,29445.044921875,13933.477156154539,10240.66549210216,15216.516562815134
2023-04-18,30397.552734375,14563.572683217844,10571.937321107926,16200.817306243434
2023-04-19,28822.6796875,13505.92917195737,10024.213651187723,14548.62450419676
2023-04-20,28245.98828125,13115.093414905074,9823.646669570084,13938.08227734123
2023-04-21,27276.91015625,12462.374117189305,9486.611866594934,12918.439917735846
2023-04-22,27817.5,12817.86384515541,9674.6231185037,13473.766512655486
2023-04-23,27591.384765625,12661.31142490582,9595.982706032044,13229.208890805092
2023-04-24,27525.33984375,12611.684271726575,9573.013002498958,13151.684068503582
2023-04-25,28307.59765625,13128.487452328027,9845.073738274734,13959.005709466459
2023-04-26,28422.701171875,13199.670747395885,9885.105485674272,14070.204356727969
2023-04-27,29473.787109375,13895.792360979452,10250.661711448394,15157.647438510034
2023-04-28,29340.26171875,13800.73089134493,10204.223036835368,15009.147613937803
2023-04-29,29248.48828125,13733.574219593116,10172.30523616665,14904.239137219098
2023-04-30,29268.806640625,13741.280338287283,10179.371739962442,14916.277214040507
2023-05-01,28091.568359375,12949.366243713894,9769.941104866952,13679.192361759655
2023-05-02,28680.537109375,13336.995638620372,9974.778012742434,14284.725785174633
2023-05-03,29006.30859375,13548.768542014368,10088.077782099264,14615.545823241238
2023-05-04,28847.7109375,13437.05983167961,10032.919246943455,14441.040590451557
2023-05-05,29534.384765625,13889.776015308871,10271.736915405738,15148.249032614542
2023-05-06,28904.623046875,13463.362269218898,10052.712657892755,14482.128818683492
2023-05-07,28454.978515625,13157.340094865813,9896.331193809354,14004.077728358861
2023-05-08,27694.2734375,12643.710922461945,9631.766263992105,13201.714349269525
2023-05-09,27658.775390625,12614.459494882238,9619.420430435583,13156.019370212562
2023-05-10,27621.755859375,12584.199275378762,9606.545441206952,13108.748511629583
2023-05-11,27000.7890625,12164.041191537846,9390.579961603464,12452.400550853672
2023-05-12,26804.990234375,12027.894873466947,9322.483264590644,12239.720224877088
2023-05-13,26784.078125,12008.560756056082,9315.210261020373,12209.517524931352
2023-05-14,26930.638671875,12101.053380485922,9366.182420813935,12354.004440133307
2023-05-15,27192.693359375,12270.632806340112,9457.322183121827,12618.912137092171
2023-05-16,27036.650390625,12160.99327473199,9403.052140416741,12447.639262050541
2023-05-17,27398.802734375,12397.387296879413,9529.004775889522,12816.92106417058
2023-05-18,26832.208984375,12013.57911384595,9331.949648989199,12217.356928785524
2023-05-19,26890.12890625,12046.876188341983,9352.093566134658,12269.37179601238
2023-05-20,27129.5859375,12201.37513323842,9435.374110051958,12510.721591065234
2023-05-21,26753.826171875,11945.041951875774,9304.688961655476,12110.291925810297
2023-05-22,26851.27734375,12004.74999770556,9338.581416417663,12203.564566822082
2023-05-23,27225.7265625,12249.391864623052,9468.810770904027,12585.730700587359
2023-05-24,26334.818359375,11649.071549963095,9158.96261422504,11647.943164197597
2023-05-25,26476.20703125,11738.200899831289,9208.136052298785,11787.176155971763
2023-05-26,26719.291015625,11895.204522622917,9292.678010956908,12032.438621736273
2023-05-27,26868.353515625,11989.380698499383,9344.5203227607,12179.555488857162
2023-05-28,28085.646484375,12796.791245668413,9767.881541326738,13440.848051168081
2023-05-29,27745.884765625,12564.30262007589,9649.716121033709,13077.667045780066
2023-05-30,27702.349609375,12529.67442227605,9634.575068490385,13023.572770588453
2023-05-31,27219.658203125,12201.827542447827,9466.700261695767,12511.42831996907
2023-06-01,26819.97265625,11929.500917682242,9327.693987518409,12086.01457284823
2023-06-02,27249.58984375,12210.985058787652,9477.110159866535,12525.733690748732
2023-06-03,27075.12890625,12089.036332511001,9416.434548499112,12335.23206555281
2023-06-04,27119.06640625,12112.948581146546,9431.715531810669,12372.586471508854
2023-06-05,25760.09765625,11200.12265113324,8959.081021661515,10946.619768141896
2023-06-06,27238.783203125,12182.288739159763,9473.351728115877,12480.905870949671
2023-06-07,26345.998046875,11580.712554843485,9162.850787610323,11541.156483724168
2023-06-08,26508.216796875,11683.748039504255,9219.268699680235,11702.11287810419
2023-06-09,26480.375,11659.846391017592,9209.585626373591,11664.775031120524
2023-06-10,25851.240234375,11234.463203565345,8990.779416319849,11000.264699484602
2023-06-11,25940.16796875,11288.660949233341,9021.707512477322,11084.929451195792
2023-06-12,25902.5,11258.312124731889,9008.607003758141,11037.520178734867
2023-06-13,25918.728515625,11263.957871284012,9014.251104502084,11046.339654972644
2023-06-14,25124.67578125,10728.570451425745,8738.08822353523,10209.986732670899
2023-06-15,25576.39453125,11025.151635618202,8895.191078278165,10673.289624929253
2023-06-16,26327.462890625,11521.519935219854,9156.404462413548,11448.689013319232
2023-06-17,26510.67578125,11638.577054264875,9220.123907627838,11631.549237445237
2023-06-18,26336.212890625,11516.7750815693,9159.447616984839,11441.276862660956
2023-06-19,26851.029296875,11855.244211731682,9338.495148419772,11970.014811332176
2023-06-20,28327.48828125,12835.705017732424,9851.99148071983,13501.637015899703
2023-06-21,30027.296875,13965.001929275435,10443.16637127883,15265.762837842556
2023-06-22,29912.28125,13882.188639336924,10403.16519128012,15136.39644917427
2023-06-23,30695.46875,14399.134301916958,10675.549262229095,15943.94066768519
2023-06-24,30548.6953125,14294.982236801814,10624.503061397972,15781.240012436563
2023-06-25,30480.26171875,14243.167590051446,10600.702603837946,15700.298007413028
2023-06-26,30271.130859375,14097.422201480527,10527.969171757351,15472.622538916665
2023-06-27,30688.1640625,14369.81242113869,10673.008771582525,15898.135630497763
2023-06-28,30086.24609375,13961.758937926275,10463.66826665176,15260.696814265482
2023-06-29,30445.3515625,14195.507488751537,10588.56123222918,15625.846005888732
2023-06-30,30477.251953125,14210.707185053763,10599.65584017849,15649.5901394805
2023-07-01,30590.078125,14279.93514530858,10638.895552258804,15757.734269724413
2023-07-02,30620.76953125,14294.298595946215,10649.56968862784,15780.172066111754
2023-07-03,31156.439453125,14645.833245143942,10835.869845365827,16329.320253464884
2023-07-04,30777.58203125,14386.624870386437,10704.107365909062,15924.39911846527
2023-07-05,30514.166015625,14204.573365031434,10612.494148526128,15640.008221582793
2023-07-06,29909.337890625,13794.611616425856,10402.14152299018,14999.588417604258
2023-07-07,30342.265625,14077.687208297153,10552.70906743615,15441.79361278148
2023-07-08,30292.541015625,14038.406031456729,10535.41539059898,15380.430708418433
2023-07-09,30171.234375,13951.339043101107,10493.22626397658,15244.419424913653
2023-07-10,30414.470703125,14107.704006726788,10577.821206129473,15488.684212286813
2023-07-11,30620.951171875,14239.478112859935,10649.632861256217,15694.534508091918
2023-07-12,30391.646484375,14080.234341446652,10569.883191772304,15445.77260476758
2023-07-13,31476.048828125,14798.207008641804,10947.02650028685,16567.350206460957
2023-07-14,30334.068359375,14029.392508886642,10549.858147852286,15366.350276824202
2023-07-15,30295.806640625,13997.766819107974,10536.551139358624,15316.946355317796
2023-07-16,30249.1328125,13960.531977280683,10520.318490967964,15258.78012350394
2023-07-17,30145.888671875,13885.5341321873,10484.411304853444,15141.622594986013
2023-07-18,29856.5625,13686.308825321219,10383.786817706501,14830.403725409251
2023-07-19,29913.923828125,13718.626927448888,10403.73646203781,14880.889295587345
2023-07-20,29792.015625,13631.234136294264,10361.338118538633,14744.369060783129
2023-07-21,29908.744140625,13703.205018328068,10401.935023215698,14856.798033293428
2023-07-22,29771.802734375,13605.775500244516,10354.308295623834,14704.598973051778
2023-07-23,30084.5390625,13808.626088293498,10463.07457980013,15021.481058458841
2023-07-24,29176.916015625,13196.572340757342,10147.413182759286,14065.364195471831
2023-07-25,29227.390625,13224.42831935681,10164.967701416852,14108.87928051325
2023-07-26,29354.97265625,13303.75929745417,10209.339340458351,14232.805792231336
2023-07-27,29210.689453125,13201.538575473933,10159.159215984015,14073.122175513938
2023-07-28,29319.24609375,13268.169526385838,10196.914031659675,14177.20939991243
2023-07-29,29356.91796875,13287.44851931771,10210.015898930005,14207.32598741438
2023-07-30,29275.30859375,13227.07511892623,10181.633048348118,14113.013965925207
2023-07-31,29230.111328125,13191.030666461222,10165.913932291363,14056.70729521588
2023-08-01,29675.732421875,13482.71779264801,10320.896088692429,14512.364957939255
2023-08-02,29151.958984375,13127.044770082044,10138.733399475366,13956.752030228537
2023-08-03,29178.6796875,13139.045115954254,10148.026568602563,13975.498313698386
2023-08-04,29074.091796875,13063.364529331198,10111.652040893166,13857.27424373339
