date,pw5_btc,pw5_strategy,pw5_lev
2020-02-13,10214.3798828125,3189.9547427782236,1.5
2020-02-14,10312.1162109375,3216.234298871259,1.5
2020-02-15,9889.4248046875,3098.041239869627,1.5
2020-02-16,9934.43359375,3109.7113351228277,1.5
2020-02-17,9690.142578125,3040.898586305834,1.5
2020-02-18,10141.99609375,3181.5414449105924,1.5
2020-02-19,9633.38671875,3021.2540413856273,1.5
2020-02-20,9608.4755859375,3012.5444003641855,1.5
2020-02-21,9686.44140625,3036.0657471149107,1.5
2020-02-22,9663.181640625,3027.8684483482493,1.5
2020-02-23,9924.515625,3108.5180768650753,1.5
2020-02-24,9650.1748046875,3038.8438206969704,1.5
2020-02-25,9341.705078125,2949.6598808062927,1.5
2020-02-26,8820.5224609375,2799.575458970041,1.5
2020-02-27,8784.494140625,2788.4977659719834,1.5
2020-02-28,8672.455078125,2755.6515404557113,1.5
2020-02-29,8599.5087890625,2734.0122226582203,1.5
2020-03-01,8562.4541015625,2722.65954610097,1.5
2020-03-02,8869.669921875,2809.9188782742667,1.5
2020-03-03,8787.7861328125,2785.7026558922303,1.5
2020-03-04,8755.24609375,2775.6269192654054,1.5
2020-03-05,9078.7626953125,2867.538685555136,1.5
2020-03-06,9122.5458984375,2879.2990764037213,1.5
2020-03-07,8909.9541015625,2817.6226429539847,1.5
2020-03-08,8108.1162109375,2587.187713050601,1.5
2020-03-09,7923.64453125,2533.393619539942,1.5
2020-03-10,7909.7294921875,2527.6610402877373,1.5
2020-03-11,7911.43017578125,2527.424266182508,1.5
2020-03-12,4970.7880859375,1491.0598382518679,0.0
2020-03-13,5563.70703125,1491.0598382518679,1.5
2020-03-14,5200.3662109375,1491.0598382518679,1.5
2020-03-15,5392.31494140625,1491.0598382518679,1.5
2020-03-16,5014.47998046875,1491.0598382518679,1.5
2020-03-17,5225.62939453125,1491.0598382518679,1.5
2020-03-18,5238.4384765625,1491.0598382518679,1.5
2020-03-19,6191.19287109375,1491.0598382518679,1.5
2020-03-20,6198.7783203125,1491.0598382518679,1.5
2020-03-21,6185.06640625,1491.0598382518679,1.5
2020-03-22,5830.2548828125,1491.0598382518679,1.5
2020-03-23,6416.31494140625,1490.9750386402138,1.5
2020-03-24,6734.8037109375,1499.2128872591045,1.5
2020-03-25,6681.06298828125,1495.6337070123748,1.5
