date,btc_close,spot_hodl,lev2_hodl,lev3_hodl,v2_best
2024-12-19,97490.953125,33906.290247077755,53345.02084883051,76517.53127324578,43037.34880239371
2024-12-20,97755.9296875,33998.44620564427,53508.93369824016,76763.40054736026,43124.312707169185
2024-12-21,97224.7265625,33813.69955214391,53119.15217150814,76178.72825726222,42917.514254845
2024-12-22,95104.9375,33076.460034918644,51624.82726103667,73937.240891555,42124.70069760469
2024-12-23,94686.2421875,32930.84237158004,51313.83342893651,73470.75014340477,41959.70302903921
2024-12-24,98676.09375,34318.46923114544,54068.49606652863,77602.74409979297,43421.18832544461
2024-12-25,99299.1953125,34535.17715895126,54481.190815844886,78221.78622376734,43640.14337997595
2024-12-26,95795.515625,33316.635575253255,52024.117667103725,74536.1765006556,42336.54408252563
2024-12-27,94164.859375,32749.511115665493,50870.2190412588,72805.32856188822,41724.3435712177
2024-12-28,95163.9296875,33096.9768743542,51545.29237251161,73817.93855876743,42082.50349038798
2024-12-29,93530.2265625,32528.79274487108,50389.40683789844,72084.11025684768,41469.2488253298
2024-12-30,92643.2109375,32220.298384410973,49753.08593794758,71129.62890692138,41131.64899499757
2024-12-31,93429.203125,32493.65789508414,50280.30876455686,71920.4631468353,41411.36688077551
2025-01-01,94419.7578125,32838.16201227043,50949.61410172209,72924.42115258315,41766.46659270527
2025-01-02,96886.875,33696.198463362205,52645.46928482761,75468.20392724144,42666.20196542157
2025-01-03,98107.4296875,34120.694072136735,53473.98808593339,76710.98212890011,43105.7723248141
2025-01-04,98236.2265625,34165.488220585234,53543.07708989803,76814.61563484707,43142.42747164031
2025-01-05,98314.9609375,34192.87117752227,53577.32728106559,76865.9909215984,43160.59889855384
2025-01-06,102078.0859375,35501.64501136137,56173.573961736976,80760.36094260548,44538.036664566185
2025-01-07,96922.703125,33708.65909449072,52567.376932538995,75351.06539880851,42624.77009529925
2025-01-08,95043.5234375,33055.10089377139,51240.427470564064,73360.64120584611,41920.75752356575
2025-01-09,92484.0390625,32164.940142236424,49440.80700340879,70661.21050511321,40965.96951578391
2025-01-10,94701.453125,32936.132569749956,50963.430178894,72945.14526834102,41773.79670760399
2025-01-11,94566.59375,32889.22994991992,50849.89140126398,72774.83710189599,41713.55874894668
2025-01-12,94488.4375,32862.04805855278,50775.81038969456,72663.71558454186,41674.25509423628
2025-01-13,94516.5234375,32871.81604130616,50775.623265576556,72663.43489836485,41674.15581560109
2025-01-14,96534.046875,33573.488689479454,52158.82446870945,74738.23670306419,42408.01272888032
2025-01-15,100504.4921875,34954.3662669421,54899.607003874575,78849.41050581187,43862.133941810374
2025-01-16,99756.90625,34694.36403115507,54358.78591388182,78038.17887082275,43575.20150216279
2025-01-17,104462.0390625,36330.75790851439,57609.77521385535,82914.66282078304,45300.0127352493
2025-01-18,104408.0703125,36311.98816585503,57550.448535637115,82825.67280345569,45268.53698692452
2025-01-19,101089.609375,35157.86364338576,55221.10477251254,79331.65715876884,44032.70447022261
2025-01-20,102016.6640625,35480.28315311182,55844.6556220728,80266.98343310921,44363.52915479814
2025-01-21,106146.265625,36916.51353854442,58694.96648481488,84542.44972722234,45875.76058351618
2025-01-22,103653.0703125,36049.407399989286,56939.12456326461,81908.68684489693,44944.19926775339
2025-01-23,103960.171875,36156.21397413474,57131.04398317103,82196.56597475657,45046.02204868495
2025-01-24,104819.484375,36455.07348985395,57706.88997051555,83060.33495577333,45351.53693534044
2025-01-25,104714.6484375,36418.612694146665,57612.11721148448,82918.17581722674,45301.255281270176
2025-01-26,102682.5,35711.85363047564,56177.171971964155,80765.75795794625,44539.945587630515
2025-01-27,102087.6875,35504.9843300829,55742.130380580624,80113.19557087096,44309.134423876676
2025-01-28,101332.4765625,35242.330202455174,55195.676727203696,79293.51509080557,44019.21362970078
2025-01-29,103703.2109375,36066.845762523706,56823.06773988325,81734.60160982488,44882.6253608057
2025-01-30,104735.3046875,36425.79671261675,57519.11416204176,82778.67124306265,45251.91254600143
2025-01-31,102405.0234375,35615.350308235844,55876.85214309501,80315.27821464255,44380.611007736225
2025-02-01,100655.90625,35007.026426536926,54639.20016384126,78458.8002457619,43723.975184146766
