buy_rsi,sell_rsi,1.b,d%,N,cb,ct,W1-BEAR,W2-EARLYBULL,W3-MIDCHOP,W4-LATEBULL,W5-FULL,geo_4w,worst_4w
40,60,1.0,20,5,3,3,0.0,4.467191064004726,0.8268139105314871,1.6514134075015057,9.764792271808878,0.0,0.0
40,65,1.5,20,5,7,3,0.0,2.4873767497203447,0.7821716138092487,1.5264651583874116,6.69921464902554,0.0,0.0
40,60,1.0,33,7,7,3,0.0,1.92317618068561,1.0600856179300506,1.396423201454416,3.66242928735721,0.0,0.0
40,60,1.0,33,7,3,7,0.0,3.6438444930903113,0.8659614152141516,1.6179796441676135,9.639228216960008,0.0,0.0
40,60,1.0,33,7,3,3,0.0,2.8533244217194853,1.016205065253949,1.5121846041725586,7.023333179923556,0.0,0.0
40,60,1.0,33,5,7,7,0.0,3.094894364873932,0.8947707539015485,1.6844356397947038,7.870878699575257,0.0,0.0
40,60,1.0,33,5,7,3,0.0,2.4373064830206177,1.0476747477708281,1.5753790930720697,5.637685553900014,0.0,0.0
40,60,1.0,33,5,3,7,0.0,4.487780680424565,0.8268136641563386,1.6560700319043236,10.384955379990707,0.0,0.0
40,60,1.0,33,5,3,3,0.0,3.402907883411453,0.9731193079368662,1.5386250158280503,8.350566796962777,0.0,0.0
35,70,1.0,20,7,7,7,0.0,2.5720026672319123,0.8108165058658621,1.6349528059005514,7.852036505144499,0.0,0.0
35,70,1.0,20,7,3,7,0.0,3.2237642820558796,0.7297743687736717,1.746810184909872,12.14683565801564,0.0,0.0
40,60,1.0,33,7,7,7,0.0,2.326596983605481,0.937862491411552,1.470904194376612,4.808185657948996,0.0,0.0
40,60,1.5,50,7,7,3,0.0,1.2320589832429687,1.0740260462283746,1.1459195692633424,1.6192854795756542,0.0,0.0
40,60,1.5,50,7,3,7,0.0,1.9060715154974888,1.1266553911736545,1.356568015486653,5.224532977620164,0.0,0.0
40,60,1.5,50,7,3,3,0.0,1.7438324488674841,1.2483436842547722,1.3287106479462252,4.471732017577247,0.0,0.0
40,60,1.5,50,5,7,7,0.0,1.769468544361905,1.0932744968797663,1.394852784141086,3.4276402126770433,0.0,0.0
40,60,1.5,50,5,7,3,0.0,1.6299193098300688,1.1809353331651773,1.3682188092916918,3.0805254058514047,0.0,0.0
40,60,1.5,50,5,3,7,0.0,2.5018416272367614,1.02343429237697,1.4799866531405745,7.109895370889072,0.0,0.0
40,60,1.5,50,5,3,3,0.0,2.186390256715815,1.1447719284342004,1.4392009269746626,5.911267707466485,0.0,0.0
35,70,1.5,33,7,3,7,0.0,1.5572520339763918,0.8056419530481342,1.252638441739322,4.25629768794268,0.0,0.0
35,70,1.5,50,5,3,3,0.0,1.8196907386225087,0.7403660478308086,1.5411529862519824,5.101893236677353,0.0,0.0
35,70,1.5,33,5,7,7,0.0,1.661691401256475,0.8145991702321138,1.4214395818362815,4.840235831250064,0.0,0.0
35,70,1.5,33,5,7,3,0.0,1.4945327794377263,0.8145991702321138,1.4025253595505403,3.972498615977825,0.0,0.0
35,70,1.5,33,5,3,7,0.0,2.352583483953836,0.7403660478308086,1.6437826367398816,8.976938937899998,0.0,0.0
35,70,1.5,33,5,3,3,0.0,2.003288868851463,0.7403660478308086,1.618686003347988,6.898419291521952,0.0,0.0
35,70,1.5,50,7,3,7,0.0,1.3866732204340904,0.8056419530481342,1.2224311140355952,3.14327987944316,0.0,0.0
35,70,1.5,50,7,3,3,0.0,1.3342626134258244,0.8056419530481342,1.2140294001056418,2.863748732536945,0.0,0.0
35,70,1.5,50,5,7,7,0.0,1.4682934959023919,0.8145991702321138,1.3659080371839802,3.522687255871749,0.0,0.0
35,70,1.5,50,5,7,3,0.0,1.408219168759295,0.8145991702321138,1.350851655383682,3.1907929849221537,0.0,0.0
35,70,1.5,50,5,3,7,0.0,1.9465731565812345,0.7403660478308086,1.5633242626304533,5.87880084095677,0.0,0.0
35,70,1.5,33,7,3,3,0.0,1.4067799387554356,0.8056419530481342,1.2432391273827694,3.5125122813088954,0.0,0.0
40,65,1.0,20,5,7,3,0.0,3.832883431626674,0.6461585257419871,1.8254055939562221,9.329744850268371,0.0,0.0
40,65,1.0,20,5,3,7,0.0,7.4057913590665585,0.6143200462331552,1.9001345258787203,15.565474613714068,0.0,0.0
40,65,1.0,20,5,3,3,0.0,5.699398923026898,0.6143200462331552,1.7905816121928564,11.171660363218423,0.0,0.0
40,65,1.0,33,7,7,7,0.0,2.7689963702531646,0.8099841992149454,1.5410657408188466,6.407571480682857,0.0,0.0
40,65,1.0,33,7,7,3,0.0,2.278617407071395,0.8099841992149454,1.4676468861419518,4.611833295595353,0.0,0.0
40,65,1.0,33,7,3,7,0.0,4.349234493730173,0.7402090918219396,1.696499078252321,11.043127016828219,0.0,0.0
40,65,1.0,33,7,3,3,0.0,3.671109343862872,0.7402090918219396,1.5940490787376957,8.178699900820552,0.0,0.0
40,70,1.0,33,5,3,7,0.0,6.538643493971837,0.5429864712051321,1.920481901015254,12.072984870947025,0.0,0.0
35,70,1.0,20,7,7,3,0.0,1.9887016180882326,0.8108165058658621,1.6103804725310717,5.527717666238385,0.0,0.0
30,65,1.0,20,7,3,3,0.0,1.5657674555224892,0.9496176205814972,1.0647916172473482,2.6830251042388413,0.0,0.0
40,70,1.0,50,7,7,7,0.0,2.6590539124371464,0.59714272034355,1.580562527607946,5.51602387698633,0.0,0.0
40,70,1.0,50,7,7,3,0.0,2.3908666891294654,0.59714272034355,1.564666761728249,4.471445034880863,0.0,0.0
40,70,1.0,50,7,3,7,0.0,4.170922310489943,0.5631285040741314,1.7673915364861987,8.479712746363727,0.0,0.0
40,70,1.0,50,7,3,3,0.0,3.9472952443201788,0.5631285040741314,1.7447174222344586,7.31221857628154,0.0,0.0
40,65,1.5,33,5,7,7,0.0,2.457713805060516,0.8699871921414483,1.5096397326692415,6.142550311613383,0.0,0.0
40,65,1.5,33,5,7,3,0.0,2.076029421209096,0.8699871921414483,1.4422327151114496,4.526763836229673,0.0,0.0
40,65,1.5,33,5,3,7,0.0,3.6922374711761865,0.7641877073112432,1.6292876448182605,10.60511398699861,0.0,0.0
30,65,1.0,20,7,3,7,0.0,1.9317452777100053,0.9496176205814972,1.0783561961365646,3.695379083818608,0.0,0.0
40,65,1.0,20,5,7,7,0.0,4.826929598624265,0.6461585257419871,1.958155842476245,12.933054492339455,0.0,0.0
40,65,1.0,20,7,3,3,0.0,4.508448898576635,0.6599122654711412,1.7242130969146332,10.703063656281461,0.0,0.0
30,65,1.0,20,5,7,7,0.0,1.8213471089329745,0.9295736527524042,1.109698674591191,4.291667559395262,0.0,0.0
30,65,1.0,20,5,7,3,0.0,1.528739121359662,0.9295736527524042,1.0907082641462875,3.1340229143370353,0.0,0.0
30,65,1.0,20,5,3,7,0.0,2.3604776715040545,0.9295736527524042,1.109698674591191,5.524942747717993,0.0,0.0
30,65,1.0,20,5,3,3,0.0,1.823669778018873,0.9295736527524042,1.0907082641462875,3.737281635536399,0.0,0.0
30,65,1.0,33,7,3,7,0.0,1.5672142693163524,0.9762344369568416,1.0628692643060629,2.566779598937483,0.0,0.0
30,65,1.0,33,5,7,7,0.0,1.5320112551832985,0.9667644556626068,1.0880169700284892,2.970954924792737,0.0,0.0
40,70,1.0,33,5,3,3,0.0,5.524507601540149,0.5429864712051321,1.92577208661658,9.861757461289583,0.0,0.0
30,65,1.0,33,5,3,3,0.0,1.5735605021130246,0.9667644556626068,1.0715244606744272,2.761303681273329,0.0,0.0
30,65,1.0,50,5,3,7,0.0,1.5728196235156335,1.01539858254518,1.0690801820858564,2.6602936704972353,0.0,0.0
30,65,1.0,50,5,3,3,0.0,1.442110159288227,1.01539858254518,1.0615476619613344,2.3362824575235317,0.0,0.0
30,65,1.5,20,5,3,7,0.0,1.8475411022986177,0.9703855886149162,1.041591914536945,2.760200282043518,0.0,0.0
30,65,1.5,20,5,3,3,0.0,1.4935230641107522,0.9703855886149162,1.034391758918024,2.0762184136404374,0.0,0.0
40,65,1.5,33,7,7,7,0.0,1.4900295636903824,0.9487611994064031,1.199393358811176,2.255244759075084,0.0,0.0
40,65,1.5,33,7,7,3,0.0,1.3725824710703816,0.9487611994064031,1.1734574243620295,1.9384459076784617,0.0,0.0
40,65,1.5,33,7,3,7,0.0,2.5960206786384044,0.8693988734320762,1.4432938039918688,9.738211889869206,0.0,0.0
40,65,1.5,33,7,3,3,0.0,2.2689544081271427,0.8693988734320762,1.3818259031066296,7.113841002372055,0.0,0.0
30,65,1.0,33,5,3,7,0.0,1.8257252867292741,0.9667644556626068,1.0880169700284892,3.5381788958354523,0.0,0.0
40,70,1.0,33,7,3,3,0.0,4.486887046983319,0.5631285040741314,1.855322204426463,9.58477026541451,0.0,0.0
40,70,1.0,33,5,7,7,0.0,4.41309818342026,0.5612902182262914,1.9739981600643046,9.983463014762442,0.0,0.0
40,65,1.0,33,5,7,7,0.0,3.6981645159551992,0.7491906066190424,1.793020937530344,9.546730296212525,0.0,0.0
40,65,1.0,33,5,7,3,0.0,3.0501062076920182,0.7491906066190424,1.6837794873992766,6.82437389294895,0.0,0.0
40,65,1.0,33,5,3,7,0.0,5.466036234464542,0.7137883247768082,1.7573173505354436,11.618306705239224,0.0,0.0
40,65,1.0,33,5,3,3,0.0,4.508836121493573,0.7137883247768082,1.6463758637104027,8.39011325815937,0.0,0.0
40,65,1.0,50,7,7,7,0.0,2.2069939859882988,0.9291529170871898,1.4571636652468436,4.352167467131823,0.0,0.0
40,65,1.0,50,7,7,3,0.0,2.0048111274420712,0.9291529170871898,1.423085577824903,3.7297314850151397,0.0,0.0
40,65,1.5,33,5,3,3,0.0,3.1859521488980653,0.7641877073112432,1.5346145613685762,7.888642488464477,0.0,0.0
40,65,1.0,50,7,3,3,0.0,3.0797442023189316,0.8551624028174205,1.5319089776903008,7.146250232779812,0.0,0.0
40,65,1.0,50,5,7,7,0.0,2.9247378574762792,0.8805698525182222,1.668840763525321,6.96273412830825,0.0,0.0
40,65,1.0,50,5,7,3,0.0,2.574691208833171,0.8805698525182222,1.6179695067273085,5.704866737924664,0.0,0.0
40,65,1.0,50,5,3,7,0.0,4.220806362766728,0.8235000763961946,1.630055600634326,9.236012382885727,0.0,0.0
40,65,1.0,50,5,3,3,0.0,3.7051922077339134,0.8235000763961946,1.5758390404008595,7.532534565742991,0.0,0.0
40,65,1.5,20,7,7,7,0.0,1.79968860993725,0.9126973272635714,1.2366825487090962,3.151765059667082,0.0,0.0
40,65,1.5,20,7,7,3,0.0,1.4973594738040752,0.9126973272635714,1.2056513339276103,2.363450713083578,0.0,0.0
40,65,1.5,20,7,3,7,0.0,3.3334004913202584,0.7773336946479376,1.527978875713687,14.716562002124423,0.0,0.0
40,65,1.5,20,7,3,3,0.0,2.658893406088403,0.7773336946479376,1.4558096615164393,9.822793805726837,0.0,0.0
40,65,1.0,50,7,3,7,0.0,3.4826291070829662,0.8551624028174205,1.5792272182135514,8.750347077962408,0.0,0.0
40,65,1.5,50,7,7,7,0.0,1.3555780831111066,0.9934345273063123,1.1695305948280288,1.8774344833874015,0.0,0.0
40,65,1.5,50,7,7,3,0.0,1.3085797981631992,0.9934345273063123,1.157610215708777,1.7630228236028698,0.0,0.0
40,65,1.5,50,7,3,7,0.0,2.19528448475767,0.9917348074257496,1.3725967551097717,6.625328679919039,0.0,0.0
40,65,1.5,50,7,3,3,0.0,2.0264311696422106,0.9917348074257496,1.3444584451208283,5.6089185011650144,0.0,0.0
40,65,1.5,50,5,7,7,0.0,2.019568774174501,0.979646559785979,1.4321518762077148,4.255877941687014,0.0,0.0
40,65,1.5,50,5,7,3,0.0,1.8658680765215356,0.979646559785979,1.4011431578454696,3.7105193324948758,0.0,0.0
40,65,1.5,50,5,3,7,0.0,3.0185455561249457,0.8786663035644225,1.5200583937488357,8.479797078481804,0.0,0.0
40,65,1.5,50,5,3,3,0.0,2.7437344407808824,0.8786663035644225,1.4756606766805949,7.072515811139325,0.0,0.0
40,70,1.0,33,7,3,7,0.0,5.1360329817323755,0.5631285040741314,1.8553003150232468,11.488523909993175,0.0,0.0
40,70,1.0,20,7,7,3,0.0,3.476662893067755,0.59714272034355,1.7317219879526586,9.659860729007798,0.0,0.0
40,70,1.0,20,7,3,7,0.0,6.6677834718480575,0.5631285040741314,1.8884994463768014,15.50374728292436,0.0,0.0
40,70,1.0,20,7,3,3,0.0,5.2408292718295195,0.5631285040741314,1.9400435766278048,12.274058230355074,0.0,0.0
40,70,1.0,20,5,7,7,0.0,5.759880579536938,0.5612902182262914,2.0496895757214584,13.149789021467448,0.0,0.0
40,70,1.0,20,5,7,3,0.0,4.5117234846772885,0.5612902182262914,2.0725582880494633,10.917354236118548,0.0,0.0
40,70,1.0,20,5,3,7,0.0,8.707033995741247,0.5429864712051321,1.9687364633016495,16.55154633576903,0.0,0.0
40,70,1.0,20,5,3,3,0.0,6.686939898051982,0.5429864712051321,2.0218878071927335,13.12703242804949,0.0,0.0
40,70,1.0,33,7,7,7,0.0,3.5195492532445396,0.59714272034355,1.6668705071481706,9.02132475702808,0.0,0.0
40,70,1.0,33,7,7,3,0.0,2.750461871507917,0.59714272034355,1.6457636289225626,6.1778250372682315,0.0,0.0
40,70,1.0,20,7,7,7,0.0,4.761096004389528,0.59714272034355,1.7433615546823458,13.618873035645443,0.0,0.0
35,60,1.5,20,7,3,3,0.0,1.2641494434953142,1.0319944898059126,1.1783177138732392,1.9575286210688994,0.0,0.0
35,60,1.5,20,5,7,7,0.0,1.5445506189137912,0.9733414675088401,1.370538928490659,2.971082204471332,0.0,0.0
35,60,1.5,20,5,3,7,0.0,2.081038183522683,0.9647713377202518,1.5691406303500315,7.075416928513018,0.0,0.0
35,60,1.5,20,5,3,3,0.0,1.6478547126274572,1.0763323509398761,1.4471808658699972,4.373447120797454,0.0,0.0
30,70,1.0,50,5,3,7,0.0,1.8969360420465795,0.8715839121011243,1.1088117086946836,3.5923964985527417,0.0,0.0
30,70,1.0,50,5,3,3,0.0,1.7762152895667191,0.8715839121011243,1.1043561754158226,3.1856595555595635,0.0,0.0
30,70,1.5,20,5,3,7,0.0,2.2551687709186057,0.939500538765336,1.050345889614093,4.361661941666616,0.0,0.0
30,70,1.5,20,5,3,3,0.0,1.760936184025564,0.939500538765336,1.050738296812712,3.1139941958938215,0.0,0.0
40,65,1.0,20,7,3,7,0.0,5.7362339182589785,0.6599122654711412,1.8236462585321174,14.62975901056294,0.0,0.0
30,70,1.5,33,5,3,3,0.0,1.569194161253893,0.939500538765336,1.045668522526377,2.457506976120629,0.0,0.0
30,65,1.5,33,5,3,7,0.0,1.49329654259131,0.9881860981059165,1.0333713630439771,2.0121200393087193,0.0,0.0
30,70,1.0,20,7,3,7,0.0,2.3578374560044786,0.908274222929375,1.0948480598979768,5.253776994346038,0.0,0.0
30,70,1.0,20,7,3,3,0.0,1.838424390080583,0.908274222929375,1.0955873270310903,3.690519340111503,0.0,0.0
30,70,1.0,20,5,7,7,0.0,2.1715030381336446,0.8715839121011243,1.1327872838571684,6.18526930876364,0.0,0.0
30,70,1.0,20,5,7,3,0.0,1.741152148699397,0.8715839121011243,1.133822257843527,4.375593408689043,0.0,0.0
30,70,1.0,20,5,3,7,0.0,2.9798460317429734,0.8715839121011243,1.1327872838571684,8.365421046848912,0.0,0.0
30,70,1.0,20,5,3,3,0.0,2.224973005394294,0.8715839121011243,1.133822257843527,5.582257875013641,0.0,0.0
30,70,1.5,33,5,3,7,0.0,1.7841274700017677,0.939500538765336,1.0469963220116645,2.9811563487243196,0.0,0.0
35,60,1.0,20,7,3,7,0.0,2.12197354677637,0.9188492009930146,1.564016256561201,6.808836981123134,0.0,0.0
35,60,1.0,20,7,3,3,0.0,1.6876413565255433,1.028671201735578,1.4179071078812437,4.191508088929659,0.0,0.0
35,60,1.0,20,5,7,7,0.0,2.2424767724056283,0.9235577321836602,1.6906957341426136,6.5475319793204125,0.0,0.0
35,60,1.0,20,5,7,3,0.0,1.7965282331858805,1.0109396934721306,1.5078278841301502,4.15616893682794,0.0,0.0
35,60,1.0,20,5,3,7,0.0,2.519642806431382,0.8801826702264745,1.8198257423919768,9.743302466136559,0.0,0.0
35,60,1.0,20,5,3,3,0.0,1.954065935314562,1.023415380076264,1.6016861520946597,6.340284936014705,0.0,0.0
35,60,1.0,33,7,3,7,0.0,1.6937704662592195,1.0180966348812146,1.4295958029843625,4.288622649930755,0.0,0.0
35,60,1.0,33,7,3,3,0.0,1.4717798805584807,1.1310849305005777,1.3386872583970473,3.2568286977311613,0.0,0.0
35,60,1.5,20,7,3,7,0.0,1.4422844895439026,0.9863973147234786,1.2245137466359302,2.5617427467802316,0.0,0.0
35,60,1.0,33,5,7,3,0.0,1.5647243131198723,1.0993652134676204,1.4120682353338683,3.293913850035114,0.0,0.0
35,60,1.0,33,5,3,7,0.0,1.958334051976829,1.0211474819774624,1.6190009059557093,6.506658658539079,0.0,0.0
35,60,1.0,33,5,3,3,0.0,1.648474075658657,1.179679662042872,1.485170410121677,4.795429260304394,0.0,0.0
35,60,1.0,50,7,3,7,0.0,1.4722260356842434,1.1136184086218595,1.3416084657359104,3.2582842333212074,0.0,0.0
35,60,1.0,50,7,3,3,0.0,1.3599549819390457,1.1943072318178956,1.3049952092944608,2.8669771520927623,0.0,0.0
35,60,1.0,50,5,7,7,0.0,1.5613316579542542,1.0943827924931755,1.415679243801912,3.330538770223585,0.0,0.0
35,60,1.0,50,5,7,3,0.0,1.4358443923383846,1.154659719659146,1.3721168329369948,2.933839007205582,0.0,0.0
35,60,1.0,50,5,3,7,0.0,1.6478133132569115,1.1568627113276375,1.4894659476774714,4.810572465048584,0.0,0.0
35,60,1.0,50,5,3,3,0.0,1.4887017420872364,1.2713222011411875,1.4360268867206558,4.0942673813413295,0.0,0.0
35,60,1.0,33,5,7,7,0.0,1.7996326450061948,1.0120734158184619,1.5222287470321605,4.281119378472693,0.0,0.0
40,70,1.5,33,7,7,7,0.0,1.6993469826128051,0.6329597792566068,1.249196229334996,4.901607113069068,0.0,0.0
40,70,1.5,33,7,7,3,0.0,1.5053251081264212,0.6329597792566068,1.2420846551177496,3.7923580927701215,0.0,0.0
40,70,1.5,33,7,3,7,0.0,3.1380635137444677,0.588337220021509,1.568657017945786,10.18234537749135,0.0,0.0
40,70,1.5,33,7,3,3,0.0,2.775560066660473,0.588337220021509,1.5542087172356382,8.011979424191079,0.0,0.0
40,70,1.5,33,5,7,7,0.0,3.114472265288365,0.5772085636213315,1.635160631907454,9.489741059560021,0.0,0.0
40,70,1.5,33,5,7,3,0.0,2.503331279728673,0.5772085636213315,1.6176872715517532,6.438690809560264,0.0,0.0
40,70,1.5,33,5,3,7,0.0,4.383810912204581,0.5533548494619134,1.8027283253707698,11.269299954950473,0.0,0.0
40,70,1.5,33,5,3,3,0.0,3.8757232376222475,0.5533548494619134,1.7928669222951286,9.21579315385371,0.0,0.0
30,70,1.0,33,7,3,7,0.0,1.862257246838043,0.908274222929375,1.088537713789832,3.484885501864247,0.0,0.0
40,70,1.5,50,7,3,7,0.0,2.647087939754111,0.588337220021509,1.5077629949843072,6.576321676919977,0.0,0.0
40,70,1.5,50,7,3,3,0.0,2.5498815046025425,0.588337220021509,1.4919720875264117,5.820859421579696,0.0,0.0
40,70,1.5,50,5,7,7,0.0,2.427112920918088,0.5772085636213315,1.5627089865292907,5.72960599364163,0.0,0.0
40,70,1.5,50,5,7,3,0.0,2.224864984181872,0.5772085636213315,1.546594749935224,4.640287303917553,0.0,0.0
40,70,1.5,50,5,3,7,0.0,3.6191320076325377,0.5533548494619134,1.7156176024901342,8.200713914714841,0.0,0.0
40,70,1.5,50,5,3,3,0.0,3.4786966043179444,0.5533548494619134,1.695337557457958,6.996993024877306,0.0,0.0
40,65,1.0,20,7,7,7,0.0,3.9914477118277065,0.7221066209686536,1.6525802874981443,10.810323781513954,0.0,0.0
40,65,1.0,20,7,7,3,0.0,2.8047119829802503,0.7221066209686536,1.5629039992412774,6.702169102392174,0.0,0.0
40,70,1.5,50,7,7,3,0.0,1.4201690644145586,0.6329597792566068,1.2149470744664974,2.920670902971472,0.0,0.0
40,70,1.0,33,5,7,3,0.0,3.823867224574989,0.5612902182262914,1.945054503745974,8.139564307872345,0.0,0.0
30,70,1.0,33,7,3,3,0.0,1.6390308196050494,0.908274222929375,1.0860362344023706,2.8335993663705454,0.0,0.0
30,70,1.0,33,5,7,7,0.0,1.7606461585061268,0.8715839121011243,1.1239527993057639,4.047400466790308,0.0,0.0
30,70,1.0,33,5,7,3,0.0,1.580496242339919,0.8715839121011243,1.120450728163318,3.2914566198831405,0.0,0.0
30,70,1.0,33,5,3,7,0.0,2.259003672631192,0.8715839121011243,1.1239527993057639,5.177641728872339,0.0,0.0
30,70,1.0,33,5,3,3,0.0,1.9321884569741137,0.8715839121011243,1.120450728163318,4.0236107969679535,0.0,0.0
40,70,1.5,50,7,7,7,0.0,1.4842612313599213,0.6329597792566068,1.2214695197469736,3.297686158733889,0.0,0.0
30,60,1.0,20,5,3,7,0.0,1.9480550386644047,0.9676601244623017,1.1093180923662431,4.058627409681364,0.0,0.0
40,70,1.0,50,5,7,7,0.0,3.5793826925557024,0.5612902182262914,1.8463820514304088,7.331627552223578,0.0,0.0
40,70,1.5,20,5,3,3,0.0,4.46509469449527,0.5533548494619134,1.8734044816976017,12.259111860847465,0.0,0.0
40,70,1.0,50,5,3,7,0.0,5.099891961747128,0.5429864712051321,1.8204445145758514,8.753505385301843,0.0,0.0
40,70,1.0,50,5,3,3,0.0,4.7740072961258555,0.5429864712051321,1.805065963392687,7.477950095248119,0.0,0.0
40,70,1.5,20,7,7,7,0.0,2.15347651504467,0.6329597792566068,1.2708120637566092,8.038877659565474,0.0,0.0
40,70,1.5,20,7,7,3,0.0,1.6829421131634412,0.6329597792566068,1.268457511464548,5.4487055379917955,0.0,0.0
40,70,1.5,20,7,3,7,0.0,4.00675939056255,0.588337220021509,1.610360292996588,15.490961210652689,0.0,0.0
40,70,1.5,20,7,3,3,0.0,3.1510878569771914,0.588337220021509,1.6103675314157366,11.763664267975388,0.0,0.0
40,70,1.5,20,5,7,7,0.0,4.083464434464022,0.5772085636213315,1.6920955917278437,14.222129775825826,0.0,0.0
40,70,1.5,20,5,7,3,0.0,3.0756015561185186,0.5772085636213315,1.6872735430786168,10.15039430718315,0.0,0.0
40,70,1.5,20,5,3,7,0.0,5.6081699326437375,0.5533548494619134,1.8508100000007834,14.787453964051604,0.0,0.0
40,70,1.0,50,5,7,3,0.0,3.243966123599066,0.5612902182262914,1.8242430394974773,5.89842643505659,0.0,0.0
35,70,1.0,50,5,3,7,0.0,2.3093961488239234,0.6912150011324125,1.806334310985355,6.384007519416492,0.0,0.0
35,70,1.0,50,5,3,3,0.0,2.1397051256410795,0.6912150011324125,1.7663851909647035,5.497811671566354,0.0,0.0
35,70,1.5,20,7,7,7,0.0,1.3975209770837402,0.9239195292590833,1.1846423973679172,2.823125766742718,0.0,0.0
35,70,1.5,20,7,7,3,0.0,1.2492604766033024,0.9239195292590833,1.17985947065325,2.323147939493762,0.0,0.0
35,70,1.5,20,7,3,7,0.0,1.8917689392867147,0.8056419530481342,1.2767799267600632,6.129807608248843,0.0,0.0
35,70,1.5,20,7,3,3,0.0,1.5449995889365653,0.8056419530481342,1.2724490308615661,4.657959973129551,0.0,0.0
35,70,1.5,20,5,7,7,0.0,2.0466390154317184,0.8145991702321138,1.470511305927989,7.04781194594058,0.0,0.0
35,70,1.5,20,5,7,3,0.0,1.6540992763345195,0.8145991702321138,1.4582579232180068,5.3337316668766075,0.0,0.0
35,60,1.0,20,7,7,7,0.0,1.8286364470162475,0.9467742647944317,1.4763977650832825,4.128401799596881,0.0,0.0
35,70,1.5,20,5,3,3,0.0,2.3349809120374867,0.7403660478308086,1.6976010112951507,10.124369455206882,0.0,0.0
35,65,1.0,50,7,7,7,0.0,1.5127635300402378,1.0057117990541469,1.3260102116172643,2.7593356374634928,0.0,0.0
35,65,1.0,50,7,3,7,0.0,1.6428374837437008,1.0124470239127776,1.378843308915244,3.9318866071541665,0.0,0.0
35,65,1.0,50,7,3,3,0.0,1.5087555271734663,1.0124470239127776,1.3415425231866653,3.368495687654127,0.0,0.0
35,65,1.0,50,5,7,7,0.0,1.7575237917439335,1.0060561781792106,1.4685354756503117,3.9523593072950582,0.0,0.0
35,65,1.0,50,5,7,3,0.0,1.61834283802917,1.0060561781792106,1.4232049868609682,3.4188347775065213,0.0,0.0
35,65,1.0,50,5,3,7,0.0,1.8919426427769623,1.0104676858903143,1.5455134010856915,5.685697977746731,0.0,0.0
35,65,1.0,50,5,3,3,0.0,1.7041546533438467,1.0104676858903143,1.4906188468511394,4.7087299923575605,0.0,0.0
35,65,1.5,20,7,7,7,0.0,1.2825670531996283,0.9760960275664189,1.1569839704627873,1.8056453696883392,0.0,0.0
35,70,1.5,20,5,3,7,0.0,3.100846061648468,0.7403660478308086,1.7091540583676716,13.629137516057437,0.0,0.0
35,70,1.0,20,7,3,3,0.0,2.368884372296473,0.7297743687736717,1.7224478251566826,8.101926075881314,0.0,0.0
35,70,1.0,20,5,7,7,0.0,3.379549541247171,0.7354364713131598,1.92706713542722,11.749446508074765,0.0,0.0
35,70,1.0,20,5,7,3,0.0,2.4932815236272297,0.7354364713131598,1.891575528515038,8.03215888837629,0.0,0.0
35,70,1.0,20,5,3,7,0.0,3.821909813502389,0.6912150011324125,2.001103888936978,14.237348754164087,0.0,0.0
35,70,1.0,20,5,3,3,0.0,2.852169635475828,0.6912150011324125,2.0588649726743404,10.690242601045366,0.0,0.0
35,70,1.0,33,7,7,7,0.0,1.9921482389427305,0.8108165058658621,1.5534663669898454,5.0390829756348055,0.0,0.0
35,70,1.0,33,7,7,3,0.0,1.7463910432270038,0.8108165058658621,1.5222496808189598,4.047690262142881,0.0,0.0
35,70,1.0,33,7,3,7,0.0,2.3799886076875367,0.7297743687736717,1.6551736792167642,7.2761933006792265,0.0,0.0
35,70,1.0,50,5,7,3,0.0,1.9100481498572912,0.7354364713131598,1.6449686453671006,4.209001878728805,0.0,0.0
35,70,1.0,33,5,7,7,0.0,2.4936972032992832,0.7354364713131598,1.8055593307613111,7.20664138804804,0.0,0.0
35,70,1.0,33,5,7,3,0.0,2.1186660556558117,0.7354364713131598,1.759374515682059,5.577455232824793,0.0,0.0
35,70,1.0,33,5,3,7,0.0,2.839252636371839,0.6912150011324125,1.9564742310998637,9.267608085911194,0.0,0.0
35,70,1.0,33,5,3,3,0.0,2.4082361827528853,0.6912150011324125,1.9042753936807473,7.6383917316650916,0.0,0.0
35,70,1.0,50,7,7,7,0.0,1.7024325048069477,0.8108165058658621,1.4682817180376537,3.577153226402484,0.0,0.0
35,70,1.0,50,7,7,3,0.0,1.6122671110780749,0.8108165058658621,1.4456982629898276,3.2122541351822034,0.0,0.0
35,70,1.0,50,7,3,7,0.0,1.952888449334427,0.7297743687736717,1.555131210705632,4.763522997828069,0.0,0.0
35,70,1.0,50,7,3,3,0.0,1.8213583594217608,0.7297743687736717,1.528372948578029,4.1575735008705115,0.0,0.0
35,70,1.0,50,5,7,7,0.0,2.047965688754434,0.7354364713131598,1.6785098411157495,4.799422004001045,0.0,0.0
35,70,1.0,33,7,3,3,0.0,2.0140603413920135,0.7297743687736717,1.6201769198755125,5.539250136035691,0.0,0.0
35,60,1.5,50,5,3,7,0.0,1.4399642183556671,1.1494158559302623,1.3787206284083444,3.343456481664289,0.0,0.0
35,60,1.5,50,5,3,3,0.0,1.334416723737371,1.2339620715439004,1.344963488212493,2.949616017129237,0.0,0.0
35,65,1.0,20,7,7,7,0.0,2.132169097261236,0.8933997648471476,1.5294261946458623,5.422684261799566,0.0,0.0
