date,btc_close,paul_usd_eq,paul_xbt_mult,spot_hodl,lev2_hodl,lev3_hodl,v2_strategy
2024-06-09,69647.9921875,26256.88886636296,1.0839736016788308,24222.812092192056,36794.11986989737,51691.17980484607,34256.274091874424
2024-06-10,69512.28125,26209.357678447614,1.0841237963359145,24175.61330821178,36685.21693395189,51527.82540092785,34198.49567739721
2024-06-11,67332.03125,25386.19364944074,1.0840764577531605,23417.346136319353,35154.632182485235,49231.948273727874,33386.444474232034
2024-06-12,68241.1875,25730.734289655305,1.0841506770848657,23733.540764685742,35772.78131475921,50159.17197213883,33714.40327959553
2024-06-13,66756.3984375,25170.09323245301,1.0841165317728063,23217.147322062792,34726.06414112007,48589.096211680124,33159.06785017039
2024-06-14,66011.09375,24889.83610245564,1.0841494380682395,22957.938480146135,34193.871694198664,47790.80754129802,32876.71333407853
2024-06-15,66191.0,24965.997771001563,1.0845111613801297,23020.50791181373,34305.198252786766,47957.79737918016,32935.7776006989
2024-06-16,66639.046875,25138.13041645347,1.0846465498365385,23176.33372847764,34602.9440858775,48404.41612881627,33093.746548035575
2024-06-17,66490.296875,25089.16979606235,1.0849558343381525,23124.600100765678,34485.60207039312,48228.4031055897,33031.4907828683
2024-06-18,65140.74609375,24596.97013427161,1.0857077208719588,22655.24105743411,33533.29083909552,46799.9362586433,32526.242393047414
2024-06-19,64960.296875,24528.578417057066,1.0856964525829236,22592.482787156958,33394.21880886892,46591.3282133034,32452.457776178657
2024-06-20,64828.65625,24590.659780899394,1.090654517178436,22546.69961347279,33289.12444173251,46433.686662598775,32396.69999654755
2024-06-21,64096.19921875,24319.89177151531,1.0909714898104488,22291.95904628157,32766.268131922294,45649.40219788346,32119.29876472616
2024-06-22,64252.578125,24379.33246639431,1.0909762405400898,22346.345924385372,32861.63408057527,45792.45112086292,32169.89513534231
2024-06-23,63180.796875,23977.84152446329,1.0912117336665879,21973.592094629686,32102.94226580712,44654.4133987107,31767.3714590652
2024-06-24,60277.4140625,23081.96521409345,1.101037753031374,20963.827217136066,30070.834214489598,41606.25132173441,30689.237245031785
2024-06-25,61804.640625,23668.580701688512,1.101121319785422,21494.97995942978,31120.242711101368,43180.36406665207,31246.000554916303
2024-06-26,60811.27734375,23294.35398282964,1.1014139831114915,21149.49904396815,30416.591180751726,42124.8867711276,30872.678482236624
2024-06-27,61604.80078125,23601.08820482186,1.1015431431535352,21425.477841254462,30955.693488619596,42933.540232929416,31158.69902263057
2024-06-28,60320.13671875,23266.44858224595,1.1090517740194925,20978.685691040628,30049.5219767773,41574.28296516597,30677.930044787023
2024-06-29,60887.37890625,23494.033695031492,1.1094668984953233,21175.9663374315,30431.37768975659,42147.066534634905,30880.523459404016
2024-06-30,62678.29296875,24364.093411338756,1.1176791177019803,21798.82671641293,31664.0191516896,43996.028727534416,31534.500954785974
2024-07-01,62851.98046875,24433.327842008635,1.1177577670702157,21859.23333465307,31771.71684816909,44157.57527225365,31591.639929887147
2024-07-02,62029.015625,24115.475309007485,1.117853723990525,21573.015137365048,31186.336644510626,43279.50496676596,31281.066668109623
2024-07-03,60173.921875,23428.888870039144,1.1195085518805334,20927.833763023653,29883.417195570022,41325.12579335505,30589.80321136496
2024-07-04,56977.703125,22369.944773632815,1.1288702159876471,19816.223740176705,27648.30741563202,37972.46112344805,29403.96650139794
2024-07-05,56662.375,22491.46513548658,1.1413189128568826,19706.55605731378,27417.148116271783,37625.72217440769,29281.325016182287
2024-07-06,58303.5390625,23186.600690239953,1.1434737685181189,20277.335019489386,28546.539639611303,39319.80945941697,29880.523292849808
2024-07-07,55849.109375,22209.748715901227,1.1434348746710679,19423.71114252599,26827.63765899899,36741.4564884985,28968.560449798035
2024-07-08,56705.09765625,22667.068021709998,1.1493631953138446,19721.41453121834,27411.211587664966,37616.817381497465,29278.17539301169
2024-07-09,58009.2265625,23225.68149794263,1.1512123288005784,20174.976341802154,28306.230223027505,38959.34533454128,29753.027216149843
2024-07-10,57742.49609375,23118.824627250262,1.151209163430637,20082.210393770227,28108.649000727397,38662.97350109111,29648.20056794372
2024-07-11,57344.9140625,22961.649368672402,1.1513098374750221,19943.935699386013,27820.133250539333,38230.19987580901,29495.12863785438
2024-07-12,57899.46484375,23198.484802644976,1.1520441193561217,20136.802413097364,28193.78459651418,38790.676894771284,29693.36922843416
2024-07-13,59231.953125,23734.457296867302,1.1521454081766074,20600.227305014916,29108.274243966272,40162.41136594943,30178.551390208588
2024-07-14,60787.79296875,24366.4824179892,1.1525519333311338,21141.331434466985,30177.797704009732,41766.69655601462,30745.986686888136
2024-07-15,64870.15234375,26011.72048085119,1.1529439681773017,22561.13150231691,33003.86116080819,46005.791741212306,32245.353662885555
2024-07-16,65097.1484375,26104.574701060916,1.1530249318030943,22640.07826807242,33148.17064535836,46222.255968037556,32321.91700930908
2024-07-17,64118.79296875,25714.18937157738,1.153112130015703,22299.81690612101,32454.268031311876,45181.40204696783,31953.76722075542
2024-07-18,63974.06640625,25658.24503299357,1.1532063693487,22249.482586091388,32340.249701700974,45010.374552551475,31893.274835962813
2024-07-19,66710.15625,26757.260706654077,1.153277271742505,23201.064793573976,34229.493477790005,47844.24021668502,32895.61245887153
2024-07-20,67163.6484375,26941.922235944,1.1533957306751603,23358.784430538057,34530.91748105985,48296.37622158978,33055.53285810691
2024-07-21,68154.5234375,27358.881977420333,1.1542176243230728,23703.399948918475,35205.92647785133,49308.88971677702,33413.658644651296
2024-07-22,67585.25,27126.321562437377,1.1540457395366737,23505.412855930696,34795.84904416221,48693.77356624334,33196.092206008136
2024-07-23,65927.671875,26459.984407533197,1.1540002030352254,22928.92526183162,33629.116500806966,46943.67475121046,32577.08266426553
2024-07-24,65372.1328125,26240.8942368679,1.1541706265967693,22735.714834679853,33229.05421760262,46343.581326403946,32364.829760200075
2024-07-25,65777.2265625,26406.269957502613,1.1542916177430786,22876.602022921474,33497.10263287211,46745.65394930818,32507.04275292559
2024-07-26,67912.0625,27236.327878083906,1.1531496575564755,23619.074679168443,34967.876500558545,48951.81475083784,33287.36131267487
2024-07-27,67813.3359375,27162.155721196767,1.1516835575623086,23584.738657456466,34885.05361394012,48827.58042091019,33243.41965922271
2024-07-28,68255.8671875,27321.246183733536,1.150918462395263,23738.646199899544,35178.62551110634,49267.93826665953,33399.17412631829
2024-07-29,66819.9140625,26214.74690342203,1.1280381749677666,23239.237363727614,34165.86429634424,47748.79644451639,32861.85401896813
2024-07-30,66201.015625,25936.597014000214,1.126503078769771,23023.99123695694,33721.55764806071,47082.33647209109,32626.12728252495
2024-07-31,64619.25,25317.886701076284,1.1265476861116237,22473.87040353627,32607.831658977255,45411.7474884659,32035.240349563595
